model_id,condition,winsorize_pct,scenario,axis,point,ci_lo,ci_hi,n_prompts,n_iters_with_data_race,n_boot_finite
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Household Activities,race,0.1173311432766208,-0.1481643399118304,0.3705214039925398,1,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Leisure and Sports,accent,0.0951015243159037,-0.0337070573934372,0.2207522928229798,3,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Leisure and Sports,gender,0.0068425121024003,-0.1287299515607997,0.1255485284703286,3,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Leisure and Sports,race,0.0054212266924371,-0.1087844421612658,0.1440423011124597,3,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Personal Care,accent,0.0362634441096063,-0.0518408659725693,0.1165787003161203,5,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Personal Care,gender,-0.0939762210354258,-0.1827359651855245,-0.0146495807613652,5,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Personal Care,race,0.0595239752604711,-0.0262477295460132,0.128019421155965,5,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Politics,accent,0.1680129513376614,0.0169852854762864,0.2943415559448961,2,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Politics,gender,-0.1377460182537797,-0.3346333028927168,0.0370565992218031,2,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Politics,race,0.2979741503845688,0.1437350691205724,0.4515054621143248,2,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Purchasing Goods and Services,accent,-0.004092018824697,-0.1329759353128144,0.1195954073965002,5,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Purchasing Goods and Services,gender,-0.0084144614066871,-0.1184897562864014,0.0883406915102691,5,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Purchasing Goods and Services,race,-0.0324680409543638,-0.1299751636189669,0.075032841042481,5,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Work-related Activities,accent,-0.037728390512944,-0.1643501380978668,0.0438259071216385,2,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Work-related Activities,gender,-0.0431829691365773,-0.2058678510486496,0.1283250267527753,2,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,0.01,Work-related Activities,race,-0.0816444471066775,-0.223870993635175,0.0468309598070986,2,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Caring Household Members,accent,-0.2286813325565732,-0.4281117358051176,0.2872885959022507,1,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Caring Household Members,gender,-0.1267140176856459,-0.2439493918562696,0.2153727041788549,1,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Caring Household Members,race,0.1276733741132404,0.1098475543560111,0.3599510027324404,1,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Civic and Religious Activities,accent,0.0400215736320904,-0.0784229831642585,0.1356637538354884,4,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Civic and Religious Activities,gender,-0.0500787171191308,-0.1786017910642313,0.0684318102853067,4,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Civic and Religious Activities,race,0.0487922239738991,-0.0674631085077879,0.1584091424748816,4,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Educational Activities,accent,-0.2264226797820187,-0.41311759235722,-0.0893534103217604,1,3,1921
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Educational Activities,gender,0.023049714793339,-0.1836081168676648,0.252035334787786,1,3,1921
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Educational Activities,race,-0.2153629976411934,-0.3393213392029845,-0.1225146624681512,1,3,1921
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Finance,accent,0.0559565777781094,-0.0192549984319246,0.1477722674689116,5,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Finance,gender,-0.0197239856535396,-0.1514720825653971,0.0793351962733815,5,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Finance,race,0.0754931546376055,-0.1070404670718155,0.2039280271321839,5,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Health,accent,0.1583087703803774,0.0816255425450928,0.2425476379842576,1,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Health,gender,-0.0754400043346613,-0.3568897458921561,0.1747106922501967,1,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Health,race,0.2393319486920448,0.1479324846692674,0.4024368727037577,1,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Household Activities,accent,0.0334394567526492,-0.0979162998185006,0.2264000322794868,3,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Household Activities,gender,0.0651234759089137,-0.1245456989104888,0.2489568051552276,3,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Household Activities,race,-0.063801678980538,-0.1590639649892875,0.1502727173238658,3,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Leisure and Sports,accent,0.0137586317343543,-0.0844669416250409,0.1173795812904856,5,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Leisure and Sports,gender,0.0546449280524924,-0.0456798816360954,0.1497906078345498,5,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Leisure and Sports,race,0.0206506940890773,-0.0996869764620282,0.1230025658077358,5,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Personal Care,accent,0.0199663266370642,-0.0550465226369425,0.1177328160061853,5,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Personal Care,gender,-0.0946529359084058,-0.1602860259884882,-0.006283811859953,5,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Personal Care,race,0.0268743936115441,-0.0391737452286518,0.1043451262210623,5,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Politics,accent,0.0646934146855148,-0.0405908280506644,0.2335570445275431,2,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Politics,gender,0.0246549475249416,-0.2245899661435971,0.1646503437348872,2,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Politics,race,0.1105035335509266,-0.0258935134846683,0.3630439935733896,2,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Purchasing Goods and Services,accent,-0.0138947897780016,-0.1275919907163278,0.1033925711059012,6,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Purchasing Goods and Services,gender,0.0203506508588615,-0.0812186632542436,0.0948887644946385,6,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Purchasing Goods and Services,race,-0.0659526095856821,-0.1516549570743224,0.0337063017769513,6,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Work-related Activities,accent,0.1176119600009836,-0.1018431478580435,0.1943414114089329,2,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Work-related Activities,gender,-0.0097625859158379,-0.1700268907234088,0.148531581321567,2,3,2000
Qwen/Qwen2.5-Omni-7B,external_transcript_response,,Work-related Activities,race,0.122668038884587,-0.2053112110245172,0.2755160927745079,2,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Caring Household Members,accent,-0.1303583125675736,-0.2568168394816382,-0.0151862129524492,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Caring Household Members,gender,-0.0342823741923684,-0.1500969236018128,0.1039639333677207,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Caring Household Members,race,-0.0968435820220185,-0.2154050517036987,0.0315995940839912,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Civic and Religious Activities,accent,0.0471022745560488,-0.0928990580928392,0.1903767304267637,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Civic and Religious Activities,gender,-0.0061704051277063,-0.1452499582330388,0.1259547640687065,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Civic and Religious Activities,race,-0.0063307548999811,-0.1442118458365475,0.1289154433712868,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Educational Activities,accent,-0.0841464634273216,-0.4118618049867769,0.2130005273555405,1,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Educational Activities,gender,-0.0393534855076228,-0.3262881120609868,0.2593177652795475,1,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Educational Activities,race,0.1607505569287981,-0.1277179261354402,0.4545327052252785,1,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Finance,accent,-0.0388770392522778,-0.228810125397208,0.1616074217544302,2,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Finance,gender,-0.0887636737731652,-0.2704753725232261,0.0910875945532759,2,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Finance,race,-0.0412904681144188,-0.2269059944121881,0.1446398542353889,2,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Health,accent,0.0166494560647519,-0.1988824850574692,0.2210895575278212,2,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Health,gender,-0.0352244787298948,-0.2344376327485048,0.1871115846927185,2,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Health,race,0.0565133666324922,-0.131711862425419,0.2360598819093131,2,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Household Activities,accent,0.1075109106047714,-0.157059811807114,0.3754903027416135,1,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Household Activities,gender,-0.3894258641247156,-0.6657826925051403,-0.1300693137512831,1,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Household Activities,race,0.2699813598543541,0.0127935510638262,0.5451230684318297,1,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Leisure and Sports,accent,-0.0728233864488043,-0.2263640127663107,0.0846897771865252,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Leisure and Sports,gender,-0.0104208060109004,-0.1484499730458678,0.1337289003584519,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Leisure and Sports,race,-0.0711145895923044,-0.2039458564347997,0.0691521104079906,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Personal Care,accent,-0.0020600084932214,-0.1535570115952686,0.1409058021681676,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Personal Care,gender,-0.0231746605933929,-0.1508240973671837,0.1148611289770939,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Personal Care,race,0.0741965557455858,-0.063505052277739,0.1890780419131081,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Politics,accent,0.0545312263346838,-0.0943730642789917,0.2044978257635367,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Politics,gender,-0.0240141857263919,-0.1712833197780703,0.1411020411603903,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Politics,race,0.2866536496163165,0.1298823835056209,0.4482648134280689,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Purchasing Goods and Services,accent,-0.2123376093684771,-0.3431592444183622,-0.0891393622317406,6,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Purchasing Goods and Services,gender,-0.079937018171863,-0.198208242977903,0.0329158699540791,6,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Purchasing Goods and Services,race,-0.361195081829486,-0.4803720693793493,-0.246895969408707,6,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Work-related Activities,accent,-0.0238168494094598,-0.2190538850406295,0.1794221519965439,3,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Work-related Activities,gender,0.0079368971944349,-0.1639538849284928,0.1837986159646373,3,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,0.01,Work-related Activities,race,0.2134332739401256,0.0429509793364106,0.382166243902455,3,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Caring Household Members,accent,-0.0690786487664418,-0.2221355233827654,0.0418171440660769,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Caring Household Members,gender,-0.1196234311227136,-0.2172879198932316,0.0568336790293668,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Caring Household Members,race,-0.0153356869814884,-0.1724118082098948,0.0947501542311634,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Civic and Religious Activities,accent,0.0437089798594104,-0.0957095830207728,0.1889402101913533,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Civic and Religious Activities,gender,-0.0048953743402274,-0.1420470066607619,0.1266454754061614,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Civic and Religious Activities,race,-0.0106424060384573,-0.1480162132381363,0.1244555644119052,4,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Educational Activities,accent,-0.0354824512093292,-0.3560071425041008,0.2410621104029529,1,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Educational Activities,gender,-0.0264247349745366,-0.3155522882826809,0.2565822554784295,1,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Educational Activities,race,0.2024676726173254,-0.0856812076176739,0.468376451351709,1,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Finance,accent,0.0172020799563251,-0.1882812814417069,0.1956176453835146,2,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Finance,gender,-0.1074525191089708,-0.2858217652390051,0.0907251040880648,2,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Finance,race,-0.0335286557468861,-0.2161630728765722,0.1638353268486158,2,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Health,accent,0.0183547940521992,-0.1942923961435684,0.2252276653368309,2,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Health,gender,-0.04083906809283,-0.2394086543187697,0.1804650200194621,2,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Health,race,0.0589307951000202,-0.1316990625206898,0.2378638286649346,2,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Household Activities,accent,0.1075109106047714,-0.157059811807114,0.3754903027416135,1,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Household Activities,gender,-0.3894258641247156,-0.6657826925051403,-0.1300693137512831,1,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Household Activities,race,0.2699813598543541,0.0127935510638262,0.5451230684318297,1,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Leisure and Sports,accent,-0.0204233577561781,-0.1990495707499152,0.1096797257182007,5,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Leisure and Sports,gender,-0.0502269481562604,-0.1637676883806099,0.0875370750345124,5,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Leisure and Sports,race,-0.0508178659884606,-0.201182897807701,0.0658817255580912,5,3,2000
gemini-3.1-flash-lite-preview,direct_audio_response,,Personal Care,accent,0.0402801155661228,-0.1338660110919347,0.1693900719608822,4,3,2000
